"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,172657,155,1,172501,0.000897733656903572,0.00000579183004453917,0.999096474513052
"[40,45)",1,187171,331,0,186840,0.00176843634964818,0,0.998231563650352
"[45,50)",0,191151,368,3,190780,0.00192517957007811,0.000015694398669115,0.998059126031253
"[45,50)",1,206166,574,6,205586,0.00278416421718421,0.0000291027618520998,0.997186733020964
"[50,55)",0,194439,724,4,193711,0.00372353283034782,0.000020572004587557,0.996255895165065
"[50,55)",1,206433,1011,7,205415,0.00489747278778102,0.0000339093071359715,0.995068617905083
"[55,60)",0,179077,1300,14,177763,0.00725944705350213,0.0000781786605761767,0.992662374285922
"[55,60)",1,184234,1533,14,182687,0.00832093967454433,0.0000759903166625053,0.991603070008793
"[60,65)",0,168738,2284,26,166428,0.0135357773589826,0.000154085031231851,0.986310137609786
"[60,65)",1,172121,2253,28,169840,0.0130896288076411,0.000162676256819331,0.986747694935539
"[65,70)",0,164562,3899,69,160594,0.0236931977005627,0.000419294855434426,0.975887507444003
"[65,70)",1,168324,3716,67,164541,0.0220764715667403,0.000398041871628526,0.977525486561631
"[70,75)",0,133029,5660,132,127237,0.0425471137872193,0.000992264844507589,0.956460621368273
"[70,75)",1,142086,5582,121,136383,0.0392860661852681,0.000851596920175105,0.959862336894557
"[75,80)",0,105382,7613,258,97511,0.0722419388510372,0.00244823594162191,0.925309825207341
"[75,80)",1,120407,8212,235,111960,0.0682020148330247,0.00195171377079406,0.929846271396181
"[80,120]",0,151396,18717,742,131937,0.1236294221776,0.00490105418901424,0.871469523633385
"[80,120]",1,233184,27768,975,204441,0.119081926718814,0.00418124742692466,0.876736825854261
