"age_group","is_female","N","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,55073,104,1,54968,0.00188840266555299,0.0000181577179380096,0.998093439616509
"[40,45)",1,50353,204,2,50147,0.0040513971362183,0.0000397195797668461,0.995908883284015
"[45,50)",0,54579,291,2,54286,0.00533172099159017,0.0000366441305263929,0.994631634877883
"[45,50)",1,51196,427,4,50765,0.00834049535119931,0.0000781311039924994,0.991581373544808
"[50,55)",0,56368,570,8,55790,0.0101121203519728,0.000141924496168039,0.989745955151859
"[50,55)",1,53152,656,15,52481,0.0123419626730885,0.000282209512341963,0.98737582781457
"[55,60)",0,51650,956,27,50667,0.0185091965150048,0.000522749273959342,0.980968054211036
"[55,60)",1,47543,969,31,46543,0.0203815493342869,0.000652041309972025,0.978966409355741
"[60,65)",0,46185,1639,61,44485,0.0354877124607557,0.00132077514344484,0.963191512395799
"[60,65)",1,43308,1469,49,41790,0.0339198300544934,0.00113143068255288,0.964948739262954
"[65,70)",0,42604,2574,125,39905,0.0604168622664539,0.00293399680781147,0.936649140925735
"[65,70)",1,40959,2238,88,38633,0.0546400058595181,0.002148489953368,0.943211504187114
"[70,75)",0,36058,3538,249,32271,0.0981196960452604,0.00690554107271618,0.894974762882023
"[70,75)",1,37263,3241,201,33821,0.0869763572444516,0.0053940906529265,0.907629552102622
"[75,80)",0,28999,4687,436,23876,0.161626262974585,0.0150350012069382,0.823338735818476
"[75,80)",1,31636,4588,387,26661,0.14502465545581,0.0122328992287268,0.842742445315463
"[80,120]",0,42531,10840,1468,30223,0.254872916225812,0.034516000094049,0.710611083680139
"[80,120]",1,62998,15204,2004,45790,0.241340994952221,0.0318105336677355,0.726848471380044
