"age_group","is_female","N","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,5892,74,2,5816,0.0125594025797692,0.000339443312966735,0.987101154107264
"[40,45)",1,7047,143,4,6900,0.0202923229743153,0.000567617425854974,0.97914005959983
"[45,50)",0,11224,238,10,10976,0.0212045616535994,0.000890947968638632,0.977904490377762
"[45,50)",1,14464,389,14,14061,0.0268943584070796,0.000967920353982301,0.972137721238938
"[50,55)",0,12609,461,25,12123,0.0365611864541201,0.00198271076215402,0.961456102783726
"[50,55)",1,17401,758,34,16609,0.0435607149014424,0.00195391069478766,0.95448537440377
"[55,60)",0,15274,828,69,14377,0.0542097682335996,0.0045174806861333,0.941272751080267
"[55,60)",1,20274,1207,63,19004,0.0595343790075959,0.00310742823320509,0.937358192759199
"[60,65)",0,21605,1959,152,19494,0.0906734552186994,0.00703540847026151,0.902291136311039
"[60,65)",1,27154,2182,146,24826,0.0803564852323783,0.00537674007512705,0.914266774692495
"[65,70)",0,20753,2842,271,17640,0.13694405628102,0.0130583530092035,0.849997590709777
"[65,70)",1,22406,2645,227,19534,0.118048736945461,0.0101312148531643,0.871820048201375
"[70,75)",0,5461,941,83,4437,0.172312763230178,0.0151986815601538,0.812488555209669
"[70,75)",1,5638,876,73,4689,0.155374246186591,0.0129478538488826,0.831677899964526
