"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,172657,292,3,172362,0.00169121437300544,0.0000173754901336175,0.998291410136861
"[40,45)",1,187171,763,7,186401,0.00407648620779929,0.0000373989560348558,0.995886114836166
"[45,50)",0,191151,495,8,190648,0.00258957578040397,0.0000418517297843066,0.997368572489812
"[45,50)",1,206166,1210,19,204937,0.00586905697350679,0.0000921587458649826,0.994038784280628
"[50,55)",0,194439,845,22,193572,0.00434583596912142,0.000113146025231564,0.995541018005647
"[50,55)",1,206433,1700,38,204695,0.00823511744730736,0.000184079095880988,0.991580803456812
"[55,60)",0,179077,1210,33,177834,0.00675686994979813,0.000184278271358131,0.993058851778844
"[55,60)",1,184234,1970,52,182212,0.0106929231303668,0.000282249747603591,0.98902482712203
"[60,65)",0,168738,1801,52,166885,0.0106733515864832,0.000308170062463701,0.989018478351053
"[60,65)",1,172121,2382,85,169654,0.0138391015622731,0.000493838636772968,0.985667059800954
"[65,70)",0,164562,2601,79,161882,0.0158055930287673,0.000480062225787241,0.983714344745446
"[65,70)",1,168324,3237,123,164964,0.0192307692307692,0.000730733585228488,0.980038497184002
"[70,75)",0,133029,3510,140,129379,0.0263852242744063,0.00105240210781108,0.972562373617783
"[70,75)",1,142086,4355,205,137526,0.030650451135228,0.0014427881705446,0.967906760694227
"[75,80)",0,105382,4722,229,100431,0.0448084113036382,0.00217304663035433,0.953018542066007
"[75,80)",1,120407,6196,341,113870,0.0514588022291063,0.00283206125889691,0.945709136511997
"[80,120]",0,151396,11213,605,139578,0.0740640439641734,0.00399614256651431,0.921939813469312
"[80,120]",1,233184,18482,1103,213599,0.0792592973788939,0.00473017016604913,0.916010532455057
