"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,169306,832,21,168453,0.00491417906039951,0.000124035769553353,0.994961785170047
"[40,45)",1,183841,1971,41,181829,0.0107212210551509,0.00022301880429284,0.989055760140556
"[45,50)",0,187752,1745,34,185973,0.00929417529507009,0.000181089948442626,0.990524734756487
"[45,50)",1,202984,3227,95,199662,0.015897804753084,0.000468017183620384,0.983634178063296
"[50,55)",0,191734,3092,105,188537,0.0161265086004569,0.000547633700856395,0.983325857698687
"[50,55)",1,203977,5046,181,198750,0.0247380832152645,0.000887354946881266,0.974374561837854
"[55,60)",0,176579,5292,214,171073,0.0299695886826859,0.00121192214249713,0.968818489174817
"[55,60)",1,182586,6942,301,175343,0.0380204396832178,0.00164853822308392,0.960331022093698
"[60,65)",0,166370,8598,434,157338,0.0516799903828815,0.0026086433852257,0.945711366231893
"[60,65)",1,170565,9701,505,160359,0.056875677894058,0.00296074810189664,0.940163574004045
"[65,70)",0,162410,13384,866,148160,0.0824087186749584,0.00533218397881904,0.912259097346223
"[65,70)",1,166487,13892,935,151660,0.0834419504225555,0.00561605410632662,0.910941995471118
"[70,75)",0,131495,17325,1515,112655,0.131754059089699,0.0115213506216966,0.856724590288604
"[70,75)",1,140385,18613,1714,120058,0.132585390177013,0.0122092816184065,0.85520532820458
"[75,80)",0,104234,21388,2528,80318,0.205192163785329,0.0242531227814341,0.770554713433237
"[75,80)",1,119257,24642,3020,91595,0.206629380246023,0.0253234610966233,0.768047158657353
"[80,120]",0,147957,46420,7684,93853,0.313739802780538,0.0519340078536331,0.634326189365829
"[80,120]",1,228084,75282,12223,140579,0.330062608512653,0.0535899054734221,0.616347486013925
