"age_group","is_female","N","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,169306,1062,28,168216,0.00627266606026957,0.000165381026071137,0.993561952913659
"[40,45)",1,183841,2469,60,181312,0.0134300836048542,0.000326368981891961,0.986243547413254
"[45,50)",0,187752,2268,56,185428,0.012079764796114,0.000298265797434914,0.987621969406451
"[45,50)",1,202984,4057,121,198806,0.0199867969889252,0.000596106097032278,0.979417096914042
"[50,55)",0,191734,4027,145,187562,0.0210030563176067,0.000756256063087402,0.978240687619306
"[50,55)",1,203977,6279,238,197460,0.0307828823837982,0.00116679821744608,0.968050319398756
"[55,60)",0,176579,6682,328,169569,0.0378414194213355,0.00185752552681802,0.960301055051846
"[55,60)",1,182586,8270,403,173913,0.0452937246010099,0.00220717908273362,0.952499096316256
"[60,65)",0,166370,10767,644,154959,0.0647171966099657,0.00387089018452846,0.931411913205506
"[60,65)",1,170565,11465,668,158432,0.0672177762143464,0.00391639550904347,0.92886582827661
"[65,70)",0,162410,16274,1256,144880,0.100203189458777,0.00773351394618558,0.892063296595037
"[65,70)",1,166487,16263,1281,148943,0.097683302600203,0.00769429444941647,0.894622402950381
"[70,75)",0,131495,20802,2201,108492,0.158196129130385,0.016738279022016,0.825065591847599
"[70,75)",1,140385,21454,2222,116709,0.152822595006589,0.0158279018413648,0.831349503152046
"[75,80)",0,104234,25101,3676,75457,0.24081393787056,0.0352668035381929,0.723919258591247
"[75,80)",1,119257,27812,3989,87456,0.233210629145459,0.0334487703027914,0.73334060055175
"[80,120]",0,147957,53601,11040,83316,0.36227417425333,0.0746162736470731,0.563109552099596
"[80,120]",1,228084,83915,16057,128112,0.367912698830256,0.0703995019378825,0.561687799231862
