"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,55073,255,6,54812,0.00463021807419244,0.000108946307628057,0.995260835618179
"[40,45)",1,50353,552,12,49789,0.0109626040156495,0.000238317478601076,0.988799078505749
"[45,50)",0,54579,627,13,53939,0.0114879349200242,0.000238186848421554,0.988273878231554
"[45,50)",1,51196,1062,33,50101,0.0207438081100086,0.00064458160793812,0.978611610282053
"[50,55)",0,56368,1145,43,55180,0.0203129435140505,0.000762844166903207,0.978924212319046
"[50,55)",1,53152,1667,76,51409,0.0313628838049368,0.00142986152919928,0.967207254665864
"[55,60)",0,51650,1868,89,49693,0.0361665053242982,0.00172313649564376,0.962110358180058
"[55,60)",1,47543,2191,117,45235,0.0460845971015712,0.00246093010537829,0.951454472793051
"[60,65)",0,46185,3036,221,42928,0.0657356284507957,0.00478510338854606,0.929479268160658
"[60,65)",1,43308,3156,218,39934,0.0728733721252424,0.00503371201625566,0.922092915858502
"[65,70)",0,42604,4526,411,37667,0.106234156417238,0.00964698150408412,0.884118862078678
"[65,70)",1,40959,4407,390,36162,0.107595400278327,0.00952171683879001,0.882882882882883
"[70,75)",0,36058,5929,772,29357,0.164429530201342,0.0214099506350879,0.81416051916357
"[70,75)",1,37263,5867,819,30577,0.157448407267262,0.0219789066902826,0.820572686042455
"[75,80)",0,28999,6983,1302,20714,0.240801406945067,0.0448980999344805,0.714300493120452
"[75,80)",1,31636,7761,1358,22517,0.245321785307877,0.0429257807561006,0.711752433936022
"[80,120]",0,42531,14955,4139,23437,0.351625872892714,0.0973172509463685,0.551056876160918
"[80,120]",1,62998,22988,6851,33159,0.36490047303089,0.108749484110607,0.526350042858503
