"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[45,50)",1,326626,11777,1035,313814,0.036,0.0031,0.9607
"[50,55)",1,350300,18772,1875,329653,0.0535,0.0053,0.941
"[45,50)",0,298144,6668,572,290904,0.0223,0.0019,0.9757
"[40,45)",1,318555,6857,460,311238,0.0215,0.0014,0.977
"[60,65)",0,333399,33706,5160,294533,0.101,0.0154,0.8834
"[50,55)",0,319754,12421,1327,306006,0.0388,0.0041,0.957
"[60,65)",1,372061,41528,6364,324169,0.1116,0.0171,0.8712
"[80,100]",1,293124,120041,64944,108139,0.4095,0.2215,0.3689
"[75,80)",0,150232,51702,18201,80329,0.3441,0.1211,0.5346
"[75,80)",1,184837,63442,21085,100310,0.3432,0.114,0.5426
"[55,60)",1,373221,28813,3591,340817,0.0772,0.0096,0.9131
"[40,45)",0,294457,3491,240,290726,0.0118,8e-04,0.9873
"[70,75)",0,199424,52779,13344,133301,0.2646,0.0669,0.6684
"[70,75)",1,241463,64873,16240,160350,0.2686,0.0672,0.664
"[65,70)",0,271055,46039,8800,216216,0.1698,0.0324,0.7976
"[55,60)",0,339370,22224,2830,314316,0.0654,0.0083,0.9261
"[65,70)",1,306655,54335,10249,242071,0.1771,0.0334,0.7893
"[80,100]",0,190298,77152,43657,69489,0.4054,0.2294,0.3651
