"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,169306,22,0,169284,0.000129942234770179,0,0.99987005776523
"[40,45)",1,183841,63,0,183778,0.000342687430986559,0,0.999657312569013
"[45,50)",0,187752,63,0,187689,0.000335549022114278,0,0.999664450977886
"[45,50)",1,202984,93,0,202891,0.000458164190281007,0,0.999541835809719
"[50,55)",0,191734,103,2,191629,0.000537202582744844,0.0000104311181115504,0.999452366299144
"[50,55)",1,203977,143,3,203831,0.000701059433171387,0.0000147075405560431,0.999284233026273
"[55,60)",0,176579,131,0,176448,0.000741877573210857,0,0.999258122426789
"[55,60)",1,182586,202,0,182384,0.00110632797695333,0,0.998893672023047
"[60,65)",0,166370,218,1,166151,0.00131033239165715,0.00000601069904429885,0.998683656909299
"[60,65)",1,170565,241,3,170321,0.00141295107437047,0.0000175886025855246,0.998569460323044
"[65,70)",0,162410,293,1,162116,0.0018040761036882,0.00000615725632658088,0.998189766639985
"[65,70)",1,166487,317,4,166166,0.00190405256866903,0.0000240258999201139,0.998071921531411
"[70,75)",0,131495,433,4,131058,0.00329290087075554,0.0000304194075820373,0.996676679721662
"[70,75)",1,140385,533,9,139843,0.00379670192684404,0.0000641094133988674,0.996139188659757
"[75,80)",0,104234,651,7,103576,0.00624556286816202,0.0000671565899802368,0.993687280541858
"[75,80)",1,119257,777,15,118465,0.0065153408185683,0.000125778780281241,0.993358880401151
"[80,120]",0,147957,1518,32,146407,0.0102597376264726,0.000216279054049487,0.989523983319478
"[80,120]",1,228084,2313,48,225723,0.0101410006839585,0.000210448782027674,0.989648550534014
