"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,55073,74,0,54999,0.00134367112741271,0,0.998656328872587
"[40,45)",1,50353,145,2,50206,0.00287966953309634,0.0000397195797668461,0.997080610887137
"[45,50)",0,54579,203,1,54375,0.00371937924842888,0.0000183220652631965,0.996262298686308
"[45,50)",1,51196,312,3,50881,0.00609422611141495,0.0000585983279943746,0.993847175560591
"[50,55)",0,56368,411,5,55952,0.00729137099063298,0.0000887028101050241,0.992619926199262
"[50,55)",1,53152,511,13,52628,0.00961393738711619,0.000244581577363034,0.990141481035521
"[55,60)",0,51650,698,16,50936,0.01351403678606,0.000309777347531462,0.986176185866409
"[55,60)",1,47543,790,24,46729,0.0166165366089645,0.000504806175462213,0.982878657215573
"[60,65)",0,46185,1286,43,44856,0.0278445382700011,0.000931038215870954,0.971224423514128
"[60,65)",1,43308,1218,34,42056,0.0281241341091715,0.000785074351159139,0.971090791539669
"[65,70)",0,42604,1988,85,40531,0.0466622852314337,0.0019951178293118,0.951342596939254
"[65,70)",1,40959,1888,72,38999,0.046094875363168,0.001757855416392,0.95214726922044
"[70,75)",0,36058,2859,168,33031,0.079288923401187,0.0046591602418326,0.91605191635698
"[70,75)",1,37263,2751,165,34347,0.0738265840109492,0.00442798486434265,0.921745431124708
"[75,80)",0,28999,3827,294,24878,0.131970067933377,0.0101382806303666,0.857891651436256
"[75,80)",1,31636,4000,304,27332,0.12643823492224,0.00960930585409028,0.863952459223669
"[80,120]",0,42531,8926,1021,32584,0.209870447438339,0.024006019138981,0.76612353342268
"[80,120]",1,62998,13372,1636,47990,0.212260706689101,0.0259690783834407,0.761770214927458
