"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[55,60)",1,374616,18663,1601,354352,0.0498,0.0042,0.9459
"[40,45)",0,295507,2146,123,293238,0.0072,4e-04,0.9923
"[70,75)",0,199571,37799,6387,155385,0.1894,0.032,0.7785
"[70,75)",1,241623,45251,7049,189323,0.1872,0.0291,0.7835
"[65,70)",0,271755,32983,4438,234334,0.1213,0.0163,0.8622
"[55,60)",0,340442,15071,1411,323960,0.0442,0.0041,0.9515
"[65,70)",1,307491,38047,4776,264668,0.1237,0.0155,0.8607
"[80,100]",0,190336,68371,22111,99854,0.3592,0.1161,0.5246
"[45,50)",1,327965,7032,430,320503,0.0214,0.0013,0.9772
"[50,55)",1,351778,11541,742,339495,0.0328,0.0021,0.965
"[45,50)",0,299108,4196,305,294607,0.014,0.001,0.9849
"[40,45)",1,320232,3882,177,316173,0.0121,5e-04,0.9873
"[60,65)",0,334351,23364,2580,308407,0.0698,0.0077,0.9224
"[60,65)",1,373372,27872,2838,342662,0.0746,0.0076,0.9177
"[50,55)",0,320836,8214,670,311952,0.0256,0.002,0.9723
"[80,100]",1,293185,105236,30636,157313,0.3589,0.1044,0.5365
"[75,80)",0,150276,39901,8661,101714,0.2655,0.0576,0.6768
"[75,80)",1,184894,47500,9332,128062,0.2569,0.0504,0.6926
