"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,6031,39,0,5992,0.00646658928867518,0,0.993533410711325
"[40,45)",1,7159,81,3,7075,0.0113144293895796,0.000419052940354798,0.988266517670066
"[45,50)",0,11440,133,5,11302,0.0116258741258741,0.000437062937062937,0.987937062937063
"[45,50)",1,14635,246,5,14384,0.016809019473864,0.000341646737273659,0.982849333788862
"[50,55)",0,12800,261,12,12527,0.020390625,0.0009375,0.978671875
"[50,55)",1,17563,469,12,17082,0.0267038660821044,0.000683254569264932,0.972612879348631
"[55,60)",0,15449,521,21,14907,0.0337238656223704,0.00135931128228364,0.964916823095346
"[55,60)",1,20464,722,22,19720,0.0352814698983581,0.00107505863956216,0.96364347146208
"[60,65)",0,21827,1163,46,20618,0.0532826316030604,0.00210748155953635,0.944609886837403
"[60,65)",1,27399,1231,50,26118,0.0449286470309135,0.00182488411985839,0.953246468849228
"[65,70)",0,20991,1723,110,19158,0.0820827973893573,0.00524034109856605,0.912676861512077
"[65,70)",1,22599,1515,79,21005,0.067038364529404,0.00349572989955308,0.929465905571043
"[70,75)",0,5525,562,38,4925,0.101719457013575,0.00687782805429864,0.891402714932127
"[70,75)",1,5684,512,24,5148,0.0900774102744546,0.00422237860661506,0.90570021111893
