"age_group","is_female","N","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,5892,68,1,5823,0.011541072640869,0.000169721656483367,0.988289205702648
"[40,45)",1,7047,129,3,6915,0.0183056619838229,0.00042571306939123,0.981268624946786
"[45,50)",0,11224,221,10,10993,0.0196899501069138,0.000890947968638632,0.979419101924448
"[45,50)",1,14464,363,11,14090,0.0250967920353982,0.000760508849557522,0.974142699115044
"[50,55)",0,12609,414,21,12174,0.0328336902212705,0.00166547704020937,0.96550083273852
"[50,55)",1,17401,710,27,16664,0.0408022527440952,0.00155163496350784,0.957646112292397
"[55,60)",0,15274,800,52,14422,0.0523765876653136,0.00340447819824538,0.944218934136441
"[55,60)",1,20274,1129,59,19086,0.055687086909342,0.0029101312025254,0.941402781888133
"[60,65)",0,21605,1848,121,19636,0.0855357556121268,0.00560055542698449,0.908863688960889
"[60,65)",1,27154,2035,125,24994,0.0749429181704353,0.00460337335199234,0.920453708477572
"[65,70)",0,20753,2638,221,17894,0.12711415217077,0.0106490627861032,0.862236785043126
"[65,70)",1,22406,2490,187,19729,0.11113094706775,0.00834597875569044,0.88052307417656
"[70,75)",0,5461,856,72,4533,0.156747848379418,0.0131843984618202,0.830067753158762
"[70,75)",1,5638,825,60,4753,0.146328485278468,0.0106420716566158,0.843029443064917
