"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,5892,26,1,5865,0.00441276306856755,0.000169721656483367,0.995417515274949
"[40,45)",1,7047,38,1,7008,0.00539236554562225,0.000141904356463743,0.994465730097914
"[45,50)",0,11224,82,6,11136,0.00730577334283678,0.000534568781183179,0.99215965787598
"[45,50)",1,14464,106,9,14349,0.00732853982300885,0.000622234513274336,0.992049225663717
"[50,55)",0,12609,147,14,12448,0.0116583392814656,0.00111031802680625,0.987231342691728
"[50,55)",1,17401,242,13,17146,0.0139072467099592,0.000747083500948221,0.985345669789093
"[55,60)",0,15274,321,24,14929,0.0210161058007071,0.00157129762995941,0.977412596569334
"[55,60)",1,20274,366,31,19877,0.0180526783071915,0.00152905198776758,0.980418269705041
"[60,65)",0,21605,653,47,20905,0.0302244850728998,0.00217542235593613,0.967600092571164
"[60,65)",1,27154,742,38,26374,0.0273256242174265,0.00139942549900567,0.971274950283568
"[65,70)",0,20753,978,104,19671,0.0471257167638414,0.00501132366404857,0.94786295957211
"[65,70)",1,22406,921,65,21420,0.0411050611443363,0.00290100865839507,0.955993930197269
"[70,75)",0,5461,310,38,5113,0.056766160043948,0.00695843252151621,0.936275407434536
"[70,75)",1,5638,288,17,5333,0.0510819439517559,0.00301525363604115,0.945902802412203
